"assembly","province","election_date","all_votes","all_seats","candidate_party","candidates_fielded","seats_contested_share","seats_won","seats_won_share","win_rate","seats_second","mean_win_MOV_pct","mean_vote_share","party_votes","party_vote_share"
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pakistan Aman Tehreek",1,0.0103092783505155,0,0,0,0,NA,0.00430489412651008,320,0.0000484491869469412
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pakistan Justice and Democratic Party",3,0.0309278350515464,0,0,0,0,NA,0.00202311415641801,363,0.0000549595464429364
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pakistan Falah Party",1,0.0103092783505155,0,0,0,0,NA,0.00427173090536285,525,0.0000794869473348254
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Tehreek-e-Labbaik Islam",2,0.0206185567010309,0,0,0,0,NA,0.00328126774602992,604,0.0000914478403623515
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pakistan Human Rights Party",1,0.0103092783505155,0,0,0,0,NA,0.0104637962521183,636,0.0000962927590570456
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pak Sarzameen Party",4,0.0412371134020619,0,0,0,0,NA,0.0017521940659211,877,0.000132781052976461
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pakistan Tehreek-e-lnsaf (Gulalai)",3,0.0309278350515464,0,0,0,0,NA,0.00477475472661854,946,0.000143227908911895
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Amun Taraqqi Party",8,0.0824742268041237,0,0,0,0,NA,0.00292533238443177,1036,0.000156854242740722
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pakistan Tehreek-e-lnsaf (Nazriati)",3,0.0309278350515464,0,0,0,0,NA,0.0049599301291097,1194,0.000180776028795774
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Tehreek-e-Suba Hazara",1,0.0103092783505155,0,0,0,0,NA,0.0137526043416896,1637,0.000247847871975446
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Tehreek-e-Difa-e-Pakistan",1,0.0103092783505155,0,0,0,0,NA,0.0221937999937098,2117,0.000320521652395858
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Jamiat Ulama-e-Islam (Sami)",7,0.0721649484536082,0,0,0,0,NA,0.0083506927094144,3529,0.000534303689799236
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Jamiat Ulama-e-Islam Nazryati Pakistan",11,0.11340206185567,0,0,0,0,NA,0.00546270344956551,4140,0.000626811356126052
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Paktunkhwa Milli Awami Party",8,0.0824742268041237,0,0,0,0,NA,0.00867886330237321,4174,0.000631959082239164
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Awami Workers Party",6,0.0618556701030928,0,0,0,0,NA,0.0152177464976151,5597,0.000847406560443843
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Tehreek Jawanan Pakistan",11,0.11340206185567,0,0,0,0,NA,0.0114360608191167,7616,0.0011530906493372
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pakistan Muslim League (Qaid-e-Azam)",4,0.0412371134020619,0,0,0,0,NA,0.0298764097518244,8248,0.00124877779355741
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Allah-o-Akbar Tehreek",18,0.185567010309278,0,0,0,0,NA,0.00950979039424595,12056,0.00182532311822601
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pakistan Peoples Party (Shaheed Bhutto)",3,0.0309278350515464,0,0,0,0,NA,0.0483141538240003,13753,0.00208225521275401
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"All Pakistan Muslim League",24,0.247422680412371,0,0,0,0,NA,0.0060728253052016,15732,0.002381883153279
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Pakistan Rah-e-Haq Party",18,0.185567010309278,0,0,0,1,NA,0.0445576462607947,53456,0.00809343667948652
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Tehreek-e-Labbaik Pakistan",39,0.402061855670103,0,0,0,0,NA,0.0274619773699858,78107,0.0118256895152023
"Provincial","Khyber Paktunkhwa",2018-07-25,6604858,97,"Qaumi Watan Party",48,0.494845360824742,0,0,0,1,NA,0.0428901881514212,126676,0.0191792162677835
