"assembly","province","election_date","all_votes","all_seats","candidate_party","candidates_fielded","seats_contested_share","seats_won","seats_won_share","win_rate","seats_second","mean_win_MOV_pct","mean_vote_share","party_votes","party_vote_share"
"Provincial","Balochistan",2018-07-25,1807429,50,"Jamiat Ulema-e-Pakistan (Noorani)",3,0.06,0,0,0,0,NA,0.000790430532934561,82,0.000045368310456455
"Provincial","Balochistan",2018-07-25,1807429,50,"Muttahida Qaumi Movement Pakistan",3,0.06,0,0,0,0,NA,0.000762634458716527,83,0.0000459215825351923
"Provincial","Balochistan",2018-07-25,1807429,50,"Pakistan Justice and Democratic Party",2,0.04,0,0,0,0,NA,0.00105967990509097,92,0.0000509010312438276
"Provincial","Balochistan",2018-07-25,1807429,50,"All Pakistan Tehreek",2,0.04,0,0,0,0,NA,0.00138971639020196,105,0.0000580935682674119
"Provincial","Balochistan",2018-07-25,1807429,50,"Grand Democratic Alliance",2,0.04,0,0,0,0,NA,0.00150331937459191,121,0.000066945921527208
"Provincial","Balochistan",2018-07-25,1807429,50,"Jamiat Ulama-e-Islam (Sami)",5,0.1,0,0,0,0,NA,0.000764136926282341,147,0.0000813309955743766
"Provincial","Balochistan",2018-07-25,1807429,50,"National Peace Council Party",4,0.08,0,0,0,0,NA,0.00107937969494676,161,0.0000890768046766982
"Provincial","Balochistan",2018-07-25,1807429,50,"Pakistan Freedom Movement",2,0.04,0,0,0,0,NA,0.0022382190445332,198,0.000109547871589977
"Provincial","Balochistan",2018-07-25,1807429,50,"Pakistan Falah Party",2,0.04,0,0,0,0,NA,0.00425172188438987,350,0.00019364522755804
"Provincial","Balochistan",2018-07-25,1807429,50,"Tehreek Jawanan Pakistan",4,0.08,0,0,0,0,NA,0.00274029122871223,462,0.000255611700376612
"Provincial","Balochistan",2018-07-25,1807429,50,"Sunni Tehreek",2,0.04,0,0,0,0,NA,0.00480187412093103,702,0.000388396999273554
"Provincial","Balochistan",2018-07-25,1807429,50,"Pak Sarzameen Party",9,0.18,0,0,0,0,NA,0.00238247624262142,826,0.000457002737036974
"Provincial","Balochistan",2018-07-25,1807429,50,"Qaumi Watan Party",3,0.06,0,0,0,0,NA,0.00882854873177579,862,0.000476920531871515
"Provincial","Balochistan",2018-07-25,1807429,50,"Tehreek-e-Labbaik Islam",3,0.06,0,0,0,0,NA,0.0104294246175576,1113,0.000615791823634566
"Provincial","Balochistan",2018-07-25,1807429,50,"Allah-o-Akbar Tehreek",7,0.14,0,0,0,0,NA,0.00719566891696114,1659,0.000917878378625108
"Provincial","Balochistan",2018-07-25,1807429,50,"Pakistan Rah-e-Haq Party",6,0.12,0,0,0,0,NA,0.0101244141014953,1772,0.000980398123522418
"Provincial","Balochistan",2018-07-25,1807429,50,"Majlis-e-Wahdat-e-Muslimeen Pakistan",2,0.04,0,0,0,0,NA,0.0743760191020185,5123,0.00283441285937096
"Provincial","Balochistan",2018-07-25,1807429,50,"Jamote Quami Movement",4,0.08,0,0,0,0,NA,0.0501198968238663,7919,0.00438136159152033
"Provincial","Balochistan",2018-07-25,1807429,50,"Pakistan Muslim League (Qaid-e-Azam)",6,0.12,0,0,0,0,NA,0.0322483184971014,9149,0.00506188624836716
"Provincial","Balochistan",2018-07-25,1807429,50,"Tehreek-e-Labbaik Pakistan",11,0.22,0,0,0,0,NA,0.0186948822174274,11023,0.00609871812392077
"Provincial","Balochistan",2018-07-25,1807429,50,"Balochistan National Movement",7,0.14,0,0,0,0,NA,0.0418292533500067,12665,0.00700719087720735
"Provincial","Balochistan",2018-07-25,1807429,50,"Jamiat Ulama-e-Islam Nazryati Pakistan",24,0.48,0,0,0,0,NA,0.0170247277219462,18160,0.0100474209498686
"Provincial","Balochistan",2018-07-25,1807429,50,"Pakistan Peoples Party Parliamentarians",39,0.78,0,0,0,3,NA,0.0390590106255973,56108,0.03104298979379
"Provincial","Balochistan",2018-07-25,1807429,50,"National Party",26,0.52,0,0,0,7,NA,0.0948334698027704,89178,0.049339697437631
